"featureNam","pcode","featureRef","featureAlt","featureA_1","popPlaceCl","popPlace_1","admin0Name","admin0Pcod","admin1Name","admin1Pcod","admin2Name","admin2Pcod","admin3Name","admin3Pcod","date","validOn","validTo","longitude","latitude"
"Mgouatinabougou","ML020606012","Mgouatinabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.90357627699996,13.33078535
"Teklema","ML020606013","Teklema",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.92758577699993,13.33094522
"Koria","ML020606014","Koria",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.27121940199993,13.2019038500001
"Kossoumale","ML020606015","Kossoumale",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.72866977699994,13.19703272
"Biriba","ML020606016","Biriba",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.72060990199998,13.19313235
"Moribougou","ML020606017","Moribougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.72399990199995,13.21833472
"Senebougou","ML020606018","Senebougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.72991965199998,13.2066036000001
"Markala","ML020606019","Markala",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.78778852699998,13.26278897
"Bognagan","ML020606020","Bognagan",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.79934840199996,13.2625089700001
"Boukaibougou","ML020606021","Boukaibougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.73068977699995,13.2516579700001
"Korokatomo","ML020606022","Korokatomo",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.74406940199998,13.2573484700001
"Sirakorobougou","ML020606023","Sirakorobougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.76901902699996,13.26114885
"Messa","ML020606024","Messa",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.90151615199994,13.2360763500001
"Monitiala","ML020606025","Monitiala",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.88632652699994,13.3494671
"Komokorobougou","ML020606026","Komokorobougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.90772615199995,13.3446466
"Nantoumana","ML020606027","Nantoumana",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.76811902699995,13.31554397
"Loban","ML020606028","Loban",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.78960865199997,13.32502485
"Markabougou","ML020606029","Markabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.76060927699996,13.3891411000001
"Tokosamou","ML020606030","Tokosamou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.77565902699996,13.3354559700001
"Tokotieman","ML020606031","Tokotieman",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.76578902699993,13.32863522
"Ngabakoro-Dansine","ML020606032","Ngabakoro-Dansine",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.79521840199993,13.2159944700001
"Nokala","ML020606033","Nokala",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.79842827699997,13.2264154700001
"Kgooba","ML020606034","Kgooba",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.90222602699993,13.17780085
"Nonkon","ML020606035","Nonkon",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.85823702699997,13.2199847200001
"Bamadougou","ML020606036","Bamadougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.75674902699996,13.1737504700001
"Degeta-Sonsokorodji","ML020606037","Degeta-Sonsokorodji",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.86094702699995,13.2903316000001
"Dinkoni","ML020606038","Dinkoni",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.86662690199995,13.28559097
"Djanikoro Djeena","ML020606039","Djanikoro Djeena",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.86972665199994,13.18395135
"Djinidie","ML020606040","Djinidie",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.87640652699997,13.23030572
"Foloda","ML020606041","Foloda",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.88253652699996,13.2711197200001
"Galamado","ML020606042","Galamado",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.88256652699994,13.28976135
"Kaba-Fara","ML020606043","Kaba-Fara",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.89025640199998,13.2692194700001
"Kolomana","ML020606044","Kolomana",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.83726740199995,13.1899419700001
"Sanankoro","ML020606045","Sanankoro",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.86118702699997,13.2904214700001
"Wolokoro","ML020606046","Wolokoro",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.88476640199997,13.2087436
"Wroune","ML020606047","Wroune",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.85330727699994,13.2445472200001
"Ouolodiedo","ML020606048","Ouolodiedo",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.95059515199995,13.2824607200001
"Faran","ML020606049","Faran",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.74291952699997,13.2894516000001
"Moribougou","ML020606050","Moribougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.76351915199996,13.2900716
"Sikoro-Nonkon","ML020606051","Sikoro-Nonkon",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.88620652699996,13.3084432200001
"Senebougou","ML020606052","Senebougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.88926652699996,13.3179041
"Tionkombougou","ML020606053","Tionkombougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.92115577699997,13.3070129700001
"Tieneguebougou","ML020606054","Tieneguebougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.82980765199994,13.2867111
"Bouadji","ML020606055","Bouadji",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.81009815199997,13.2729699700001
"Kanga","ML020606056","Kanga",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.79987827699995,13.3124137200001
"Sirado","ML020606057","Sirado",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.84225740199997,13.2802306
"Tienko","ML020606058","Tienko",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.79526827699993,13.1624994700001
"Kouloubabougou","ML020606059","Kouloubabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.78088865199993,13.20277335
"Ntomolotou","ML020606060","Ntomolotou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.78768840199996,13.1637594700001
"Tiekourabougou","ML020606061","Tiekourabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.77749865199996,13.16698985
"Nonkon","ML020606000","Nonkon",NA,NA,4,"Admin3 Capital","Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nonkon","ML020606","2015/02/02","2015/04/24",NA,-7.85823715199996,13.2199848500001
"Bafebougou","ML020607001","Bafebougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.84909702699997,13.06268972
"Tomidian","ML020607002","Tomidian",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.88239627699994,13.0683503500001
"Diarabougou","ML020607003","Diarabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.97991415199994,13.04410785
"Kangabougou","ML020607004","Kangabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-8.00979365199993,13.0460279700001
"Markala","ML020607005","Markala",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.97286440199997,13.0460981000001
"Tieblebougou","ML020607006","Tieblebougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.99650377699993,13.0446378500001
"Tlokobougou","ML020607007","Tlokobougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-8.00912352699993,13.04153747
"Dourako","ML020607008","Dourako",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-8.03822302699996,13.0682801
"Fansira","ML020607009","Fansira",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-8.05239277699997,13.1310361000001
"Forokobougou","ML020607010","Forokobougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.99506402699996,13.10807397
"Guessebougou","ML020607011","Guessebougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.95882465199998,13.08878222
"Neguessambougou","ML020607012","Neguessambougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.96329452699996,13.09800297
"Kabana 2","ML020607013","Kabana 2",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.86350665199996,13.03173672
"Kenekolo","ML020607014","Kenekolo",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.89317615199997,13.1303162200001
"Dogotou","ML020607015","Dogotou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.91290577699993,13.1228254700001
"Kodian","ML020607016","Kodian",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.94672502699996,13.06442972
"Darsalam","ML020607017","Darsalam",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.96356452699996,13.05867935
"Diolebougou","ML020607018","Diolebougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.96709452699997,13.05505885
"Mintiguila","ML020607019","Mintiguila",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.96210465199994,13.0862518500001
"Issabougou ou Sebecob","ML020607020","Issabougou ou Sebecob",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.97701440199995,13.08090135
"Mpolona","ML020607021","Mpolona",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-8.00770365199998,13.0529787200001
"Ngabakoro-Koya","ML020607022","Ngabakoro-Koya",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-8.04901290199996,13.1361166
"Ngolobougou","ML020607023","Ngolobougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.94731515199993,13.1462176000001
"Nossombougou","ML020607024","Nossombougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.93678515199997,13.0950527200001
"Diarrababougou","ML020607025","Diarrababougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.94646502699993,13.11638472
"Falambougou","ML020607026","Falambougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.94862502699993,13.12364547
"Kaubabougou ou Bimbab","ML020607027","Kaubabougou ou Bimbab",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.93026527699993,13.0697703500001
"Kodialadan","ML020607028","Kodialadan",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.94361515199995,13.1469677200001
"Mpabougou","ML020607029","Mpabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.90195590199994,13.1300761000001
"Nokabougou","ML020607030","Nokabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.91488565199995,13.0818014700001
"N'Tibougou","ML020607031","NTibougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-8.01251352699995,13.0893822200001
"Wessamabougou","ML020607032","Wessamabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-8.02495340199994,13.08312147
"Ouarala","ML020607033","Ouarala",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.99503390199993,13.1302559700001
"Bakibougou","ML020607034","Bakibougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-8.00166402699995,13.1409771
"Djelibougou","ML020607035","Djelibougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.97810427699994,13.12839597
"Dossebougou","ML020607036","Dossebougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-8.00157402699995,13.1406171
"Gounna","ML020607037","Gounna",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-8.01025377699995,13.1644193500001
"Kamaka","ML020607038","Kamaka",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.98167440199995,13.1552684700001
"Ngolobabougou","ML020607039","Ngolobabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-8.00086377699995,13.11696485
"Pintierebougou","ML020607040","Pintierebougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.91728552699993,13.0693403500001
"Siemon","ML020607041","Siemon",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-8.00912365199997,13.0986431000001
"Tamani-Soba","ML020607042","Tamani-Soba",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.83842727699994,13.10396372
"Bassabougou","ML020607043","Bassabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.84482702699995,13.09785322
"Botoula","ML020607044","Botoula",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.82497765199997,13.10662397
"Faranisoumale","ML020607045","Faranisoumale",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.82789752699995,13.10272372
"Gognebougou","ML020607046","Gognebougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.81923777699996,13.1183651000001
"Siraama","ML020607047","Siraama",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.82464752699997,13.07685122
"Tiessebougou","ML020607048","Tiessebougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.85103690199998,13.09350285
"Tenezana","ML020607049","Tenezana",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.98467402699993,13.00705435
"Koulouni","ML020607050","Koulouni",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.98363415199998,13.0186254700001
"Tienkoula","ML020607051","Tienkoula",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.86298690199993,13.14197735
"Zambougou","ML020607052","Zambougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.95561490199998,13.15270822
"Diatroubougou","ML020607053","Diatroubougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.96908465199994,13.1519881
"Nossombougou","ML020607000","Nossombougou",NA,NA,4,"Admin3 Capital","Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Nossombougou","ML020607","2015/02/02","2015/04/24",NA,-7.93678515199997,13.0950528500001
"Dababougou","ML020608001","Dababougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-7.89650615199997,13.17339035
"Dani","ML020608002","Dani",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-7.90157615199996,13.19635247
"Djekouma","ML020608003","Djekouma",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-7.94783515199993,13.23557622
"Banankoro","ML020608004","Banankoro",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-7.93217540199993,13.2164144700001
"Falana","ML020608005","Falana",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-7.95631502699996,13.23331597
"Sababougou","ML020608006","Sababougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-8.00867390199994,13.23672635
"Sougalobougou","ML020608007","Sougalobougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-7.96142490199998,13.2362863500001
"Tiekourabougou","ML020608008","Tiekourabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-7.94856515199996,13.2395966
"Tieneguebougou","ML020608009","Tieneguebougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-7.95376502699997,13.23991647
"Djeguebougou","ML020608010","Djeguebougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-7.98262440199994,13.2074334700001
"Koya","ML020608011","Koya",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-8.05099290199996,13.17185985
"Ngabakoro-Tresain","ML020608012","Ngabakoro-Tresain",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-7.98936427699994,13.22881547
"Ngaribougou","ML020608013","Ngaribougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-7.99646415199993,13.2259251
"Nissamabougou","ML020608014","Nissamabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-8.00044402699996,13.2275053500001
"N'Tjila","ML020608015","NTjila",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-8.01821365199993,13.2488473500001
"Bla-Bakarybougou","ML020608016","Bla-Bakarybougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-8.14033115199993,13.2534176
"Ngoloblebougou","ML020608017","Ngoloblebougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-8.05580302699997,13.26364872
"Ngouatiguibougou","ML020608018","Ngouatiguibougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-8.01264390199998,13.27860022
"Siodoro","ML020608019","Siodoro",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-8.04486315199995,13.2680791
"Tiessamabougou","ML020608020","Tiessamabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-8.03452315199996,13.1905617200001
"N'Tomodo","ML020608021","NTomodo",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-7.99635415199998,13.2192946000001
"Ouolodo","ML020608022","Ouolodo",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-7.93156552699998,13.20103285
"Dokalabougou","ML020608023","Dokalabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-7.90610590199998,13.17998085
"Sanadie","ML020608024","Sanadie",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-8.02209365199997,13.1939021000001
