"featureNam","pcode","featureRef","featureAlt","featureA_1","popPlaceCl","popPlace_1","admin0Name","admin0Pcod","admin1Name","admin1Pcod","admin2Name","admin2Pcod","admin3Name","admin3Pcod","date","validOn","validTo","longitude","latitude"
"Mpieje","ML020608025","Mpieje",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-7.99294402699996,13.1825711000001
"Senebougou","ML020608026","Senebougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-8.03816327699997,13.2003327200001
"Sokoroni","ML020608027","Sokoroni",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-8.01053377699998,13.18579135
"Tioribougou","ML020608028","Tioribougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-8.03038340199993,13.1894617200001
"Sontambougou","ML020608029","Sontambougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-8.02501340199996,13.1661694700001
"Ouolodo","ML020608000","Ouolodo",NA,NA,4,"Admin3 Capital","Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Ouolodo","ML020608","2015/02/02","2015/04/24",NA,-7.93156552699998,13.20103297
"Blekona","ML020609001","Blekona",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.02938490199995,14.29462697
"Boila Moniokoro","ML020609002","Boila Moniokoro",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-7.76143040199997,14.1866571
"Moniakoro","ML020609003","Moniakoro",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-7.75725052699994,14.1833067200001
"Dampacoura","ML020609004","Dampacoura",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.41445652799996,14.15823347
"Begninga","ML020609005","Begninga",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.55653365299997,14.2290201000001
"Djikouma","ML020609006","Djikouma",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.50081477799995,14.2154187200001
"Sanankoroni","ML020609007","Sanankoroni",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.42626615299997,14.1078687200001
"Diallakoro","ML020609008","Diallakoro",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.31516865299994,14.1573634700001
"Sonne","ML020609009","Sonne",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.33713827799994,14.15373322
"Dibougoukoura","ML020609010","Dibougoukoura",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.32005865299993,14.25430285
"Diemenekoura","ML020609011","Diemenekoura",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.16975177699993,14.1414421000001
"Itilebougou","ML020609012","Itilebougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.16719177699997,14.10483885
"Dilafa","ML020609013","Dilafa",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-7.97032590199996,14.20348847
"Dokimbougou","ML020609014","Dokimbougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.21986052699998,14.10100835
"Domimabougou","ML020609015","Domimabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.24584015199997,14.25529297
"Djibougouni (Moribabou)","ML020609016","Djibougouni (Moribabou)",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.30533902799993,14.26589397
"Satiela","ML020609017","Satiela",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.26303977699996,14.2326807200001
"Doribougou","ML020609018","Doribougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.02491490199998,14.26226397
"Diadiekabougou","ML020609019","Diadiekabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-7.98771577699995,14.27886547
"N'Diokabougou","ML020609020","NDiokabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-7.96633627699993,14.27845547
"Dothiana","ML020609021","Dothiana",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.08215365199993,14.2647741000001
"Doubabougou","ML020609022","Doubabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-7.92261702699994,14.2158897200001
"Kwa","ML020609023","Kwa",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.02058502699998,14.2322409700001
"Namandiguila","ML020609024","Namandiguila",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.01506515199998,14.2321611
"Niarebougou","ML020609025","Niarebougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-7.78182990199997,14.1896573500001
"Waina","ML020609026","Waina",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.03784465199993,14.2097989700001
"Doubala","ML020609027","Doubala",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.25159990199995,14.10100822
"Bozinkabougou","ML020609028","Bozinkabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.48089552799996,14.3744939700001
"Djoudia (N'Dyeda)","ML020609029","Djoudia (NDyeda)",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.26976952699994,14.1294509700001
"Farabana","ML020609030","Farabana",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.89602652799994,14.29353572
"Katiela","ML020609031","Katiela",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.07228390199998,14.23782147
"Kounako","ML020609032","Kounako",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-7.86377827699994,14.1790962200001
"Kouroune","ML020609033","Kouroune",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.02928452699996,14.04836347
"Marabougou","ML020609034","Marabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-7.93060665199994,14.09271785
"Marela","ML020609035","Marela",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.36676740299993,14.1158194700001
"Sanakoro Marela","ML020609036","Sanakoro Marela",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.39026702799993,14.1124992200001
"Meke","ML020609037","Meke",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-7.91254727699993,14.1844366
"Mosseguela","ML020609038","Mosseguela",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-7.94712652699997,14.27560522
"Barafro (Materebougou)","ML020609039","Barafro (Materebougou)",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-7.97924590199995,14.3013777200001
"Nelou","ML020609040","Nelou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.16900177699995,14.2407516000001
"Ngabanikoro","ML020609041","Ngabanikoro",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.21975065199996,14.0835967200001
"Niamou","ML020609042","Niamou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.04605415199995,14.0170606
"Falibougou","ML020609043","Falibougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.15897190199996,14.1253107200001
"Gounye","ML020609044","Gounye",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.13624240199994,14.11249947
"Sidibougou","ML020609045","Sidibougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.12141265199995,14.1079091
"Ntjilla","ML020609046","Ntjilla",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-7.90399752699994,14.2441623500001
"Guemou","ML020609047","Guemou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-7.84214877699998,14.27963572
"Ntylabougou","ML020609048","Ntylabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-7.81053940199996,14.2175899700001
"Trobane","ML020609049","Trobane",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-7.82901890199997,14.15238372
"Pampala","ML020609050","Pampala",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-7.34028915199997,14.0846879700001
"Sagabala","ML020609051","Sagabala",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.10209302699997,14.08442697
"Sagalani","ML020609052","Sagalani",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-7.88719765199994,14.1036189700001
"Diguina","ML020609053","Diguina",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-7.87173790199995,14.0520341000001
"Kawerebougou","ML020609054","Kawerebougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-7.86836790199993,14.1067593500001
"Samantara","ML020609055","Samantara",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.38647727799997,14.2475121000001
"Dessela","ML020609056","Dessela",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.35912790299994,14.3060676000001
"Diourakebougou","ML020609057","Diourakebougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.41321677799993,14.3703536
"Doribougou","ML020609058","Doribougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.43550627799993,14.2499322200001
"Konocoule","ML020609059","Konocoule",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.48119527799997,14.31549835
"Niananzana","ML020609060","Niananzana",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.40672690299994,14.3128881000001
"Toukoni","ML020609061","Toukoni",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.42585640299995,14.21068847
"Zambougou","ML020609062","Zambougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.45938565299997,14.23576072
"Sanankoro-Kodialan","ML020609063","Sanankoro-Kodialan",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.51615452799996,14.29942685
"Kodiolan","ML020609064","Kodiolan",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.53544415299996,14.3023671
"Segue D.T.","ML020609065","Segue D.T.",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.03801452699997,14.10023847
"Dibougou","ML020609066","Dibougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.00520515199997,14.0822668500001
"Tibi","ML020609067","Tibi",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-7.98908552699993,14.11940035
"Sille","ML020609068","Sille",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.09659327699995,14.1376619700001
"Sirado","ML020609069","Sirado",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.14204252699994,14.24632222
"Sirini","ML020609070","Sirini",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.07594340199995,14.0044993500001
"Djiblinbougou","ML020609071","Djiblinbougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.08680327699994,14.0441331000001
"Tiemabougou","ML020609072","Tiemabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.32255865299993,14.2366811000001
"Sagabala","ML020609000","Sagabala",NA,NA,4,"Admin3 Capital","Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sagabala","ML020609","2015/02/02","2015/04/24",NA,-8.10209302699997,14.08442697
"Beleko","ML020610001","Beleko",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.37513677799996,13.7382736000001
"Boro","ML020610002","Boro",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.01060415199993,13.4876202200001
"Diababougou","ML020610003","Diababougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.28195877699994,13.73780372
"Nababougou","ML020610004","Nababougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.29219865299996,13.7509149700001
"Dongo-Djidouma","ML020610005","Dongo-Djidouma",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.45443490299994,13.6226424700001
"Fabougou","ML020610006","Fabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.21802990199996,13.6514454700001
"Fallakan","ML020610007","Fallakan",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.11199215199997,13.6211227200001
"Fegnele","ML020610008","Fegnele",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.27086877699998,13.6081112200001
"Kindo","ML020610009","Kindo",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.15141127699997,13.6284433500001
"N'Fabougou","ML020610010","NFabougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.17323102699993,13.6383443500001
"Konokoulou","ML020610011","Konokoulou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.36898690299995,13.7007699700001
"Korola","ML020610012","Korola",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.22127977699995,13.6252329700001
"Kossoumale Seriouala","ML020610013","Kossoumale Seriouala",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.16145102699994,13.5077218500001
"Koundogo","ML020610014","Koundogo",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.16767102699993,13.5875694700001
"N'Tomikoro Sanankoro","ML020610015","NTomikoro Sanankoro",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.17858077699998,13.5868593500001
"Menimbougou","ML020610016","Menimbougou",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.29548852799996,13.7464944700001
"Missira","ML020610017","Missira",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.44323527799997,13.70777072
"Nerecorodji","ML020610018","Nerecorodji",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.21909990199993,13.5735681
"Niamabiconi","ML020610019","Niamabiconi",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.31648802799998,13.64758497
"Farakeguie","ML020610020","Farakeguie",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.33141752799997,13.63681397
"Kola","ML020610021","Kola",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.29703827799995,13.6398543500001
"Ouagano","ML020610022","Ouagano",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.32345777799998,13.67557772
"Ouani-Bambara","ML020610023","Ouani-Bambara",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.32226777799997,13.67685772
"Boyla","ML020610024","Boyla",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.35018727799996,13.73113297
"Sebekoro-1","ML020610025","Sebekoro-1",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.38163665299993,13.68972897
"Sebekoro-2","ML020610026","Sebekoro-2",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.36349702799993,13.7483646000001
"Serimala","ML020610027","Serimala",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.15372127699993,13.6041511
"Sikoro","ML020610028","Sikoro",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.36830690299996,13.69421935
"Sikoroni","ML020610029","Sikoroni",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.39286627799993,13.6180721000001
"Tiafina-Est","ML020610030","Tiafina-Est",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.21054015199996,13.6981399700001
"Tiafina-Ouest","ML020610031","Tiafina-Ouest",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.21915015199994,13.7054607200001
"Tiokombougou-Est","ML020610032","Tiokombougou-Est",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.41641577799993,13.6697171000001
"Tiokombougou-Ouest","ML020610033","Tiokombougou-Ouest",NA,NA,5,NA,"Mali","ML","Koulikouro","ML02","Kolokani","ML0206","Sebecoro 1","ML020610","2015/02/02","2015/04/24",NA,-8.42252565299998,13.6739173500001
